"平成27年(2015年)産業連関表 取引基本表(生産者価格評価)(統合小分類)(単位:100万円)(総務省)","穀類","いも･豆類","野菜","果実","その他の食用作物","非食用作物","畜産","農業サービス","育林","素材","特用林産物","海面漁業","内水面漁業","石炭･原油･天然ガス","砂利･砕石","その他の鉱物","畜産食料品","水産食料品","精穀･製粉","めん･パン･菓子類","農産保存食料品","砂糖･油脂･調味料類","その他の食料品","酒類","その他の飲料","飼料･有機質肥料(別掲を除く。)","たばこ","紡績糸","織物","ニット生地","染色整理","その他の繊維工業製品","織物製･ニット製衣服","その他の衣服･身の回り品","その他の繊維既製品","木材","その他の木製品","家具･装備品","パルプ","紙･板紙","加工紙","紙製容器","その他の紙加工品","印刷･製版･製本","化学肥料","ソーダ工業製品","その他の無機化学工業製品","石油化学系基礎製品","脂肪族中間物･環式中間物･合成染料･有機顔料","合成ゴム","その他の有機化学工業製品","合成樹脂","化学繊維","医薬品","油脂加工製品･界面活性剤","化粧品･歯磨","塗料･印刷インキ","農薬","その他の化学最終製品","石油製品","石炭製品","プラスチック製品","タイヤ･チューブ","その他のゴム製品","革製履物","なめし革･革製品･毛皮(革製履物を除く。)","ガラス･ガラス製品","セメント･セメント製品","陶磁器","建設用土石製品","その他の窯業･土石製品","銑鉄･粗鋼","鉄屑","熱間圧延鋼材","鋼管","冷延･めっき鋼材","鋳鍛造品(鉄)","その他の鉄鋼製品","非鉄金属製錬･精製","非鉄金属屑","電線･ケーブル","その他の非鉄金属製品","建設用金属製品","建築用金属製品","ガス･石油機器･暖房･調理装置","その他の金属製品","ボイラ･原動機","ポンプ･圧縮機","運搬機械","冷凍機･温湿調整装置","その他のはん用機械","農業用機械","建設･鉱山機械","繊維機械","生活関連産業用機械","基礎素材産業用機械","金属加工機械","半導体製造装置","その他の生産用機械","事務用機械","サービス用･娯楽用機器","計測機器","医療用機械器具","光学機械･レンズ","武器","電子デバイス","その他の電子部品","産業用電気機器","民生用電気機器","電子応用装置","電気計測器","その他の電気機械","通信機器","映像･音響機器","電子計算機･同附属装置","乗用車","トラック･バス･その他の自動車","二輪自動車","自動車部品･同附属品","船舶･同修理","鉄道車両･同修理","航空機･同修理","その他の輸送機械","がん具･運動用品","その他の製造工業製品","再生資源回収･加工処理","住宅建築","非住宅建築","建設補修","公共事業","その他の土木建設","電力","都市ガス","熱供給業","水道","廃棄物処理","卸売","小売","金融","保険","不動産仲介及び賃貸","住宅賃貸料","住宅賃貸料(帰属家賃)","鉄道旅客輸送","鉄道貨物輸送","道路旅客輸送","道路貨物輸送(自家輸送を除く。)","自家輸送(旅客自動車)","自家輸送(貨物自動車)","外洋輸送","沿海･内水面輸送","港湾運送","航空輸送","貨物利用運送","倉庫","こん包","その他の運輸附帯サービス","郵便･信書便","通信","放送","情報サービス","インターネット附随サービス","映像･音声･文字情報制作","公務(中央)","公務(地方)","学校教育","社会教育･その他の教育","学術研究機関","企業内研究開発","医療","保健衛生","社会保険･社会福祉","介護","他に分類されない会員制団体","物品賃貸業(貸自動車業を除く。)","貸自動車業","広告","自動車整備","機械修理","その他の対事業所サービス","宿泊業","飲食サービス","洗濯･理容･美容･浴場業","娯楽サービス","その他の対個人サービス","事務用品","分類不明","内生部門計","家計外消費支出(列)","家計消費支出","対家計民間非営利団体消費支出","一般政府消費支出","一般政府消費支出(社会資本等減耗分)","国内総固定資本形成(公的)","国内総固定資本形成(民間)","在庫純増","国内最終需要計","国内需要合計","輸出","輸出(直接購入)","輸出計","最終需要計","需要合計","(控除)輸入","(控除)輸入(直接購入)","(控除)関税","(控除)輸入品商品税","(控除)輸入計","最終需要部門計","国内生産額"
"住宅賃貸料(帰属家賃)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51332699,0,0,0,0,0,0,51332699,51332699,0,0,0,51332699,51332699,0,0,0,0,0,51332699,51332699
"鉄道旅客輸送",0,0,0,0,0,0,0,581,18,3,883,1197,66,857,1180,1242,6815,299,97,4212,135,541,805,2140,410,356,264,153,536,144,490,1074,2981,539,1241,384,1607,2978,272,2280,1151,3307,2803,10787,407,458,1895,1314,2919,944,2593,3979,416,30577,2204,2701,2321,643,5096,3327,1135,32183,1924,2398,91,432,3030,2545,2196,426,8296,3368,0,4144,947,3065,2004,661,1415,0,1100,4233,14476,2106,1019,8796,3526,5877,1758,1961,4092,1317,2673,1058,2284,3372,4280,3532,14741,5982,959,8614,1919,476,602,27203,24212,12708,6034,5143,3281,3279,29423,1002,5847,7005,846,286,11139,2949,1897,1979,1892,1858,4323,332,19387,19049,16494,15709,6515,12442,2262,95,8428,65096,414422,105755,131485,275450,11033,1312,0,558,99,1692,5485,0,0,1096,1177,6100,1085,1781,3694,1868,15119,1328,37280,20135,14061,11758,13577,121960,155253,80157,36187,110595,39437,68434,5579,10633,7098,20959,6378,1257,3417,2255,5427,74233,6585,58356,10507,21068,20517,0,72175,2621567,20644,4465040,0,0,0,0,0,0,4485684,7107251,18491,157715,176206,4661890,7283457,-5935,-33201,0,0,-39136,4622754,7244321
"鉄道貨物輸送",324,202,217,85,31,86,433,44,0,9,15,151,11,5,37,16,479,206,3741,2586,366,1242,1471,231,801,300,164,14,29,9,50,20,111,12,91,49,83,116,92,390,2418,925,1187,2888,89,75,222,1678,555,89,334,482,165,719,206,182,344,90,577,276,159,916,107,174,4,11,190,938,93,108,433,877,0,44,16,131,225,62,581,0,142,255,89,73,35,229,57,75,48,58,153,30,92,13,41,43,128,72,123,32,64,46,62,30,16,251,268,319,111,13,21,237,108,23,48,1594,391,29,1371,162,85,47,61,51,323,1425,1170,957,1051,681,493,866,52,10,215,1142,765,1234,270,169,251,46,45,1614,260,212,15445,1651,1281,443,108,22,1169,4102,37,158,172,1857,128,101,582,19,1731,379,343,870,75,199,915,6139,149,685,491,195,118,64,62,430,151,896,375,4644,245,202,277,932,126,101304,1045,23896,0,26,0,88,884,262,26201,127505,7970,163,8133,34334,135638,0,0,0,0,0,34334,135638
"道路旅客輸送",0,0,0,0,0,0,0,111,12,2,362,560,40,1010,3048,2523,2363,157,27,3414,116,356,637,1084,363,182,154,40,155,41,140,269,779,160,372,322,433,1237,135,1055,368,979,1012,2614,268,346,1063,580,1354,607,918,1562,201,15771,285,767,893,359,1879,1708,203,6509,823,3232,27,133,805,1268,551,966,2009,952,0,1312,305,1145,926,620,782,0,339,1521,6357,601,421,6743,4179,2634,3593,1910,3554,571,1186,563,1764,2005,3557,5167,7735,2304,1903,3319,1058,116,432,20353,12184,8351,3725,757,1466,3205,3442,551,2472,4243,733,35,6871,1964,1059,971,647,444,1945,669,14637,10602,11697,11726,4685,6221,1739,30,2351,17245,162981,56642,98574,88237,5304,581,0,762,29,4582,9965,0,0,1059,2349,1798,113,936,1236,198,15661,1580,28436,8391,29742,8167,13022,47644,111700,26113,5497,37207,16330,17939,1328,1705,1796,21562,11213,324,4246,663,7348,45750,736,9779,2700,6879,13593,0,38681,1269391,80622,2147636,0,0,0,0,0,0,2228258,3497649,5874,38040,43914,2272172,3541563,-14555,-55214,0,0,-69769,2202403,3471794
"道路貨物輸送(自家輸送を除く。)",13974,3465,21421,6462,1868,8938,153101,6830,7521,13090,3352,14663,2951,562,1702,630,77896,55467,85187,129755,18725,63897,100365,28538,60606,39024,6957,1072,3582,1317,1897,4427,10903,1764,8012,22676,26542,33069,22262,37302,34086,49805,29735,66189,4599,4329,15199,25354,32243,7241,25118,27711,8605,59593,14745,20415,26145,4173,42008,39450,26312,97301,9474,16881,1868,2281,18830,87860,12271,5694,29934,77668,0,8721,10436,57067,41775,44193,31462,0,19236,52177,29443,21812,9210,64608,17366,15646,8675,9324,31242,6431,18493,2716,8181,9055,26270,13553,26055,7909,17241,13091,10180,5243,3568,49644,50823,68249,23550,4680,7116,30234,18301,5602,18637,185012,51172,3160,208483,31327,9005,5746,9411,7541,46629,382693,315759,249435,214584,230429,174732,247883,101708,136,34984,93234,92568,120175,50896,43034,6808,8698,2365,5404,101,10291,35401,16767,15335,4180,2169,1801,12672,1279,3169,16880,11414,105886,54771,9333,81590,17155,86118,34976,54247,38096,8831,20324,91195,332774,6240,45776,32510,29069,14217,1261,17981,49067,40926,86612,29937,376240,13422,26516,100653,58614,149533,8020444,265695,3100050,110,2288,0,50642,646878,37222,4102885,12123329,1103766,20609,1124375,5227260,13247704,-201,-2022,0,0,-2223,5225037,13245481
"自家輸送(旅客自動車)",7263,2101,13309,5637,1168,2776,4778,4758,454,635,1069,11396,717,3776,8490,964,27418,20243,8989,37083,3333,8684,30511,9265,17096,3231,3110,1639,656,462,2340,3769,3758,1519,3472,9570,11388,8286,1166,6642,2336,3846,3354,35023,948,1364,5414,5195,10772,1883,4097,1905,1135,11617,2969,5238,1096,419,2764,4097,229,10242,1231,1990,1354,1881,3915,8770,949,749,3194,12539,0,21348,2523,13261,5007,5484,5604,0,1759,9579,14934,10341,4886,35430,7356,5598,5138,4152,13157,3014,5072,1211,3561,5230,13410,6434,11821,5561,7958,6173,4193,3493,3285,15658,3685,13840,4548,2248,1419,6973,23,496,5276,8528,1904,476,18998,2681,369,590,494,11818,54921,0,177207,161916,97735,163521,49893,59270,12812,554,17253,21364,1145222,730968,192658,63842,73966,36285,34083,10848,157,8474,11862,0,0,4480,5325,4200,2977,1657,2712,5120,18247,2685,79186,21044,190400,4702,60496,92909,216203,136214,30799,38992,47910,124432,5823,41472,48379,39063,58159,8895,44700,22736,10025,207092,132351,39438,15968,159414,133178,0,30899,6004526,0,0,0,0,0,0,0,0,0,6004526,0,0,0,0,6004526,0,0,0,0,0,0,6004526
"自家輸送(貨物自動車)",51384,12963,99071,37514,7824,19787,32600,8797,2547,8776,6181,23349,1109,3643,115412,25946,10350,4410,2998,10903,574,2032,7329,7389,5214,1080,1428,545,1007,263,1174,2938,4836,1096,1397,6040,10701,3771,836,3555,2691,2391,2250,7022,192,290,961,1324,2502,456,854,463,421,4937,627,1174,880,73,522,1460,256,3161,372,612,332,456,3294,69747,1517,3741,2402,7870,0,7628,2028,7932,3065,2979,2907,0,1738,6952,7787,5583,2753,17791,3094,2600,2068,2355,5991,2468,3733,581,2268,3645,6326,3522,5715,1801,2988,3049,2658,2004,5135,5488,1157,4168,2187,695,459,2423,10,435,2096,6849,1058,374,7725,1065,165,464,199,6608,43934,11416,110439,52621,114016,94498,58109,14828,3641,241,13021,75944,695312,616324,7963,4142,800,1922,1376,6431,36,3068,8792,0,0,1414,3047,1098,839,400,1635,1786,5233,7981,25302,5350,52357,1754,16110,38737,106720,41443,8063,6244,9524,48327,1566,17106,15257,10720,30863,7567,29791,7717,6897,69112,12292,2338,50935,62320,39028,0,24183,3558718,0,0,0,0,0,0,0,0,0,3558718,0,0,0,0,3558718,0,0,0,0,0,0,3558718
"外洋輸送",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,0,0,136,0,0,0,0,283,0,272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115,0,21,0,44,0,0,0,0,0,0,0,4,0,1,1,0,3,0,0,0,0,28,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,20,3,0,1,0,0,43,14,0,0,0,3,51,0,0,0,0,0,0,59,11,0,0,0,0,0,0,0,0,0,0,4,0,0,223,0,0,1814963,25,0,87,2,0,0,0,1566,3,11,0,1,0,0,0,67,9,38,129,16,0,0,2,17,0,0,0,0,0,1306,0,0,0,17,0,0,1564,1821242,0,2503,0,0,0,0,0,0,2503,1823745,3786630,0,3786630,3789133,5610375,-1819569,0,0,0,-1819569,1969564,3790806
"沿海･内水面輸送",726,154,1414,438,102,581,10185,306,7,21,170,2235,192,151,149,249,938,646,2853,1816,826,2657,3271,1139,1655,1956,144,12,95,27,370,198,216,36,106,721,643,1042,662,2099,721,878,820,1130,680,823,1875,6089,5514,1193,3549,4931,988,5288,1276,884,3396,402,4251,61486,3235,2903,507,693,55,107,2162,15369,903,486,6750,19775,0,718,749,3823,3033,3117,1382,0,389,794,1877,1368,469,3772,726,686,384,399,1671,382,1116,157,425,376,1339,631,1511,188,716,478,323,300,82,2094,2299,2596,837,134,168,1058,539,200,472,10278,3176,143,9054,1598,523,325,580,157,988,28827,7463,4624,4222,12977,12969,52203,15228,120,1490,2156,7251,5206,2552,4190,677,183,394,244,16,6753,38976,42733,14917,5992,5362,296,5491,116,111,408,587,755,629,366,4729,207,1158,3724,2347,2893,502,2889,3125,4279,355,1124,1231,1079,477,146,321,3219,717,3234,713,8662,975,1856,1666,1303,1642,611984,1069,134409,0,4,0,652,8063,2069,146266,758250,52898,3585,56483,202749,814733,-18,-17727,0,0,-17745,185004,796988
"港湾運送",3168,896,3122,871,645,1061,7931,200,10,8,274,561,112,25,40,21,1248,1276,7899,1229,289,3756,2589,662,1814,4301,405,32,12,5,39,38,92,18,91,4654,744,1200,1794,5277,1533,2199,1340,2390,325,5849,3019,1053,1207,299,724,720,721,1269,277,437,419,98,1147,30040,29014,2109,781,416,26,57,595,7353,387,488,1513,31477,0,423,1754,10109,6488,8734,56718,0,782,1912,4311,2734,851,8144,1854,1554,839,656,3020,603,1630,233,894,815,2600,1012,2733,255,725,474,413,221,168,1544,2090,4395,1302,164,252,1442,612,218,329,31403,8817,536,25707,3397,694,216,1264,174,1085,77496,8933,4980,4013,9214,6531,67563,6523,28,310,401,1754,2294,410,301,333,84,170,151,7,188,670,568,411,734847,13298,20,636,18,61,568,678,9,214,153,1390,36,2002,421,334,1159,128,357,1450,4508,170,884,618,296,220,76,70,5687,1140,1179,409,4611,257,542,530,2540,433,1372273,1054,37846,0,3,0,1282,21703,2028,63916,1436189,323915,264,324179,388095,1760368,-400902,0,0,0,-400902,-12807,1359466
"航空輸送",4,0,13,7,0,3,0,1554,18,2,159,446,16,897,519,1244,1569,156,168,1507,51,452,515,585,268,240,220,84,693,75,298,544,4037,284,567,174,869,2638,97,834,430,1256,857,7694,153,271,690,561,984,443,933,1211,233,33157,776,2084,536,347,1787,1577,373,7349,1645,1732,40,273,1037,1754,442,291,909,854,0,1508,823,1332,843,395,570,0,312,1167,3961,767,522,5308,1808,2867,2763,540,3542,522,1705,306,1221,1622,3153,4365,6027,904,836,3214,1358,445,162,3102,4606,6794,3214,2816,1182,2769,3322,438,1443,3782,955,147,10536,570,468,595,628,794,2410,1,1787,985,4723,1929,1668,5942,668,75,3813,19370,296837,58241,17383,21886,3984,1406,1,297,14,636,6732,5,15,1293,503,556,13280,2020,674,399,3608,33306,22338,16613,82327,6823,90551,26202,9908,57015,14577,54199,25002,34310,228,1431,2948,17574,16135,452,19254,569,3736,105813,3801,10512,6062,19036,10675,106,27085,1389244,13740,1848066,0,7,0,186,1221,111,1863331,3252575,653369,17483,670852,2534183,3923427,-890087,-50303,0,0,-940390,1593793,2983037
"貨物利用運送",1272,301,1722,543,160,710,10890,487,18,19,235,1479,205,38,151,72,5604,7318,9158,9844,1856,5396,8397,2095,4744,2952,440,74,240,73,205,287,738,124,574,1501,1753,2264,1516,2885,4325,3948,2977,7241,454,448,1373,3723,3182,675,2346,2758,804,4783,1239,1507,2379,408,3690,11172,1943,6916,735,1230,107,161,1598,8399,944,509,2960,8177,0,524,738,4068,3190,3131,2569,0,1393,3473,2059,1523,660,4498,1175,1087,639,674,2264,477,1403,180,592,626,1903,988,1860,605,1454,803,738,398,251,3930,3634,4728,1922,478,630,2291,1555,503,1058,16611,4544,285,16529,2296,706,466,741,457,3059,1414,19286,14850,12859,13996,11003,22922,8335,33,1128,1057,5591,7552,2309,1423,656,326,247,356,3198,1174,17804,4040,2783,1526,455,113,2554,4498,182,1195,612,14730,907,399,5849,187,6879,1954,2717,3195,471,1319,5547,27666,567,3176,2610,1764,862,146,5713,4318,2958,4938,2360,30062,1131,1578,1682,4722,729,600430,6019,195648,0,142,0,3531,43258,2986,251584,852014,87722,1474,89196,340780,941210,0,0,0,0,0,340780,941210
"倉庫",2219,490,5283,1023,239,1346,19448,885,24,44,495,3428,312,74,180,181,12314,18349,47067,14049,2408,30577,25322,5445,10005,31933,2014,374,856,280,270,872,1863,276,1972,3467,1841,3479,227,12671,4963,7224,5020,11401,2095,3562,2945,4248,4674,630,3101,5919,1845,8702,2005,3267,4011,706,6285,109959,3666,20948,1899,2547,199,1037,5016,10622,3111,1176,6827,12327,0,2152,1404,8947,6063,6015,18770,0,7008,20581,3584,3853,1686,12144,2609,2234,1287,1680,4799,1089,2280,409,1099,1224,4435,2196,3830,1169,1909,2665,3345,883,609,8505,8055,13730,4204,1228,1369,7783,3348,937,2466,22508,6108,367,29001,4272,1556,1128,1219,875,6414,24501,23237,14683,15091,17130,13841,197969,80852,46,2112,2122,11928,16661,4709,4153,2016,596,262,962,37,990,3733,6378,2371,1443,308,150,2905,125,358,2254,1682,214,3648,2729,15090,762,13407,165743,4569,7284,1023,2552,11930,27629,1122,6249,4450,3268,1208,441,2575,5174,4762,7218,3865,56860,1670,2509,2515,6063,1074,1605778,9343,232480,0,407,0,3143,49418,5733,300524,1906302,142329,1896,144225,444749,2050527,0,0,0,0,0,444749,2050527
"こん包",0,0,0,0,0,154,0,31,0,0,0,0,0,0,0,329,6039,1103,718,4965,135,1343,841,3407,2615,1360,0,14,66,7,120,151,346,123,1509,147,1370,2376,2252,7750,3359,258,490,8427,1356,552,2955,288,3436,426,539,1415,611,6714,1325,7028,447,2199,1085,67,296,21181,181,3193,116,83,11228,593,3067,686,505,0,0,9821,331,41006,643,747,1534,0,1024,8747,139,135,24,5792,3855,1059,541,2428,1097,416,19,881,413,682,1665,676,2203,1446,516,0,267,355,112,3068,5166,36052,561,1872,523,5251,572,490,3522,1469,1973,1730,37184,305,147,301,908,148,4436,399,0,0,0,272,0,0,0,0,0,0,427790,26823,0,0,0,0,0,0,10,0,37293,0,0,1077,3576,6504,4341,19094,21161,0,142,0,0,0,0,0,16008,3093,0,0,0,0,468,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,15277,900973,1639,151349,0,0,0,0,0,0,152988,1053961,1364,0,1364,154352,1055325,0,0,0,0,0,154352,1055325
"その他の運輸附帯サービス",0,0,0,0,0,0,0,0,0,0,0,2858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,329573,0,124930,356517,880486,302417,149151,91984,2233,786816,19800,0,0,146201,0,0,0,0,0,0,5247,24,0,13,0,0,0,0,0,0,0,0,44238,0,0,0,0,347106,90867,0,39047,0,0,77534,3797215,3370,2538488,0,42245,7368,0,0,0,2591471,6388686,811734,20191,831925,3423396,7220611,-231345,-48171,0,0,-279516,3143880,6941095
"郵便･信書便",99,18,210,79,12,296,517,438,47,21,4,340,7,346,187,246,375,366,48,1147,85,293,461,414,269,53,91,18,71,12,71,117,233,41,103,91,139,271,53,318,146,402,373,1174,36,56,149,102,201,90,235,276,33,6621,85,148,355,73,361,312,151,1883,127,200,11,35,204,390,88,59,272,352,0,520,80,419,142,174,134,0,82,278,418,263,169,879,170,440,253,302,450,62,152,44,185,235,652,338,689,252,276,498,277,32,465,272,492,990,291,622,168,351,389,67,112,244,179,7,1685,182,1083,144,91,109,536,802,3905,3213,9439,6107,3876,18422,9908,51,4662,4181,56285,66407,188607,58477,6251,10720,0,3871,302,1195,1167,0,0,358,3498,1847,1671,1438,2017,98,10246,25063,124718,9609,17398,6731,18000,73663,94458,10678,12742,11197,87954,14961,7024,39066,12117,23875,3121,1441,1426,6492,2784,43615,6063,28345,5772,6652,17365,0,2858,1234560,11884,177745,0,0,0,0,0,0,189629,1424189,45647,766,46413,236042,1470602,-39848,-268,0,0,-40116,195926,1430486
"通信",122,24,263,96,12,964,763,2264,107,198,78,3992,114,2323,659,747,2154,3056,455,4506,884,2116,3999,819,1091,337,306,95,384,64,402,702,1434,168,644,568,842,1616,213,1114,757,1967,1314,7448,150,177,553,253,587,236,804,828,114,97862,192,2914,1081,549,1680,1031,730,6748,1180,1333,69,208,898,1616,756,254,1235,1524,0,1299,376,1425,695,905,340,0,437,1644,1991,796,1021,4514,1040,2659,1565,1809,3598,269,718,279,3565,1446,3798,1932,4154,876,1262,2341,1494,195,808,1924,3579,5669,1918,3658,1107,2104,2578,473,740,2552,972,41,11225,1325,359,934,602,672,3242,234,8696,6367,161989,54057,33696,6403,3115,87,7821,16768,671472,511801,318414,106719,69174,63323,0,19139,839,9962,30054,0,0,5948,18243,18133,6414,2899,2702,922,14474,4473,2846709,239615,69830,118562,100111,140140,159464,6330,7788,18377,242138,79783,8365,79065,20250,58626,6067,4192,44421,14504,13217,145861,28917,170873,31566,21388,25487,0,231788,7380440,95682,8958025,0,0,0,0,0,0,9053707,16434147,101881,1119,103000,9156707,16537147,-180599,-3005,0,0,-183604,8973103,16353543
"放送",74,25,332,271,18,52,147,107,1,2,21,4,1,19,21,16,99,31,6,211,21,38,107,42,38,8,137,3,8,2,4,12,30,4,19,17,1,41,1,8,15,47,42,143,7,12,4,33,5,2,7,17,9,33,5,13,3,6,12,324,15,4,1,42,1,2,7,50,11,9,7,134,0,3,24,34,12,38,66,0,27,83,53,59,1,6,26,26,34,20,52,1,35,5,2,9,55,65,38,12,25,1,1,14,7,101,19,194,71,2,1,53,6,26,60,191,57,4,24,64,9,21,18,11,34,48,1267,1331,928,720,689,55,17,1,47,1018,6173,23105,7707,2876,2042,1212,0,1475,1,263,166,0,0,206,194,64,85,24,27,7,3912,117,1217,230597,379,656199,9729,119,165,2014,277,777,0,4397,244,1834,1883,1623,1381,70,2186477,525,1013,2287,7218,166551,39376,12246,697,0,2779,3392672,7570,1324146,0,0,0,0,0,0,1331716,4724388,4,47,51,1331767,4724439,0,0,0,0,0,1331767,4724439
"情報サービス",1173,318,7345,3448,260,1017,9511,3424,19,46,0,2105,61,593,200,885,12702,4606,2045,16838,1464,4973,16521,17780,11675,3807,3365,73,320,61,536,1153,1553,418,2687,1167,3727,9637,1043,11066,3946,6610,2786,18325,2525,1935,4723,2946,10014,470,9042,9623,1123,102192,4202,8279,4808,1916,12779,5225,811,40072,7772,11264,252,275,4900,7609,5734,1809,7865,13959,0,5804,2391,10572,7083,7979,6573,0,3165,11047,8835,6515,345,22540,9392,11260,7966,7710,9695,4342,29351,304,16128,12485,26870,30369,17250,511,10167,7792,5192,1858,5374,31786,51552,104355,5138,5259,24327,17316,18233,5940,54693,28375,3907,828,51218,6327,1282,3966,4433,2336,13324,61,18058,34296,22093,35105,35391,221141,34188,903,162253,18953,700991,937881,733539,634009,55897,36785,0,4964,375,5762,55067,0,0,4151,1135,11239,17486,3920,19239,105,146546,4581,465424,32221,488306,243740,170411,291179,341966,68170,1121,88844,472235,278086,33444,91574,9717,141253,102074,4541,55340,4647,18784,676657,68306,50687,1447,107179,49684,0,19097,9549121,2462,1022298,0,0,0,1055204,8262962,6418,10349344,19898465,427320,0,427320,10776664,20325785,-1825463,0,0,0,-1825463,8951201,18500322
"インターネット附随サービス",33,7,64,26,4,186,202,468,8,3,2,166,1,105,142,42,3923,305,236,4678,284,463,1305,609,826,267,177,4,31,7,24,13,128,57,81,187,11,230,899,6563,1217,845,1508,503,261,570,333,1007,371,206,726,1156,216,18406,878,507,558,559,1707,1447,19,4086,419,100,24,12,131,622,29,151,546,1537,0,4857,326,717,771,388,581,0,873,1118,288,374,437,8831,53,1438,1360,172,319,288,493,9,354,120,435,294,483,288,2218,1414,1625,225,156,6326,7468,2741,117,3733,1741,908,11958,220,302,4404,1212,10,4571,1702,440,99,181,20,825,44,2133,1215,3780,254,149,351,153,2,1176,1406,131496,333887,79866,32378,2713,16418,0,7850,1,2947,14182,0,0,631,432,1510,834,1275,1622,462,7680,2258,294961,53103,208126,411489,44734,14611,8094,1475,1145,2983,19082,2001,797,6931,451,2619,5264,1681,315644,5727,20768,457159,2186,6150,2498,14660,5155,0,70496,2772802,22333,753332,0,0,0,0,0,0,775665,3548467,6755,23,6778,782443,3555245,-4504,-11,0,0,-4515,777928,3550730
"映像･音声･文字情報制作",834,69,840,78,51,445,1235,2665,376,283,68,1669,135,71,797,208,5292,5119,583,15888,1721,2639,6400,2495,5276,1311,264,459,1001,82,303,399,3775,641,2322,1547,1793,4295,101,1314,582,2848,2319,10153,1949,368,2314,497,1671,562,1235,646,381,19207,233,1603,1703,557,2953,1752,735,7826,1322,5980,319,489,660,1479,1573,288,2016,3621,0,1468,247,1028,941,1239,1443,0,1033,2872,2565,2149,245,11518,1879,2589,1742,1360,3583,955,2072,880,1825,1978,5211,2783,4325,1299,1972,3567,2159,859,195,7855,14343,12088,2995,1009,1840,3956,3773,1877,4234,5439,1673,34,12460,2063,1887,2412,1019,933,7025,1330,29067,27666,19671,23723,13752,7020,1014,50,7717,9384,117100,129952,70836,60136,18592,10473,0,14257,245,12626,34644,0,0,722,1143,2128,5145,3478,6198,2609,15038,11085,159928,957916,185982,24600,439717,43353,208173,36861,42974,47428,207315,114525,3294,93120,21999,104557,19340,1051,1335116,5021,765,258966,22433,59069,31769,159003,25722,0,30289,5608668,52587,1203740,0,36245,0,0,59744,-33422,1318894,6927562,189716,36282,225998,1544892,7153560,-295285,-5457,0,-7341,-308083,1236809,6845477
"公務(中央)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499315,499315,0,23360,0,8783846,4107615,0,0,0,12914821,13414136,0,0,0,12914821,13414136,0,0,0,0,0,12914821,13414136
